{'model_name': 'DPCNN', 'dpcnn_conv2_kernel_1': 3, 'dpcnn_conv2_outputsize_1': 32, 'dpcnn_conv2_kernel_2': 3, 'dpcnn_conv2_outputsize_2': 64, 'dropout_p': 0.2, 'seed': 5, 'batch_size': 32, 'learning_rate': 0.001, 'weight_decay': 0.001, 'max_iter': 100, 'DataSet': 'KDD', 'day': 7, 'future_day': 23, 'seq_length': 7, 'is_pre_process': False, 'miniData': False, 'data_dilution_ratio': 1.0, 'LossFun': 'BCE', 'cuda': 0, 'device': device(type='cuda', index=0), 'u_feat_size': 2, 'u_field_size': 2, 'a_feat_size': 7, 'a_field_size': 7, 'input_size': 7, 'day_numpy_train': array([23230,  6089,  3359,  2442,  1971,  1626,  1357,  1037,   829,
         629,   498,   367,   272,   209,   122,    98,    78,    61,
          35,    28,    20,    16,    10,    13])}
      train: epoch 0 loss 24.459300  auc  0.7725  rmse  0.4408  df(ActivateDay.Avg) 4.5971
               valid loss 8.034677  auc  0.7868  rmse  0.4632  df(ActivateDay.Avg) 4.9992
                test loss 21.465823  auc  0.7839  rmse  0.4642  df(ActivateDay.Avg) 5.0313
      train: epoch 1 loss 24.006897  auc  0.7812  rmse  0.4442  df(ActivateDay.Avg) 4.6183
               valid loss 8.074584  auc  0.7841  rmse  0.4041  df(ActivateDay.Avg) 4.1208
      train: epoch 2 loss 23.955202  auc  0.7827  rmse  0.4437  df(ActivateDay.Avg) 4.6047
               valid loss 7.964963  auc  0.7884  rmse  0.4455  df(ActivateDay.Avg) 4.7371
                test loss 21.297995  auc  0.7854  rmse  0.4477  df(ActivateDay.Avg) 4.7850
      train: epoch 3 loss 23.875257  auc  0.7832  rmse  0.4446  df(ActivateDay.Avg) 4.6177
               valid loss 7.945826  auc  0.7888  rmse  0.4577  df(ActivateDay.Avg) 4.7369
                test loss 21.298503  auc  0.7843  rmse  0.4604  df(ActivateDay.Avg) 4.7939
      train: epoch 4 loss 23.856448  auc  0.7844  rmse  0.4448  df(ActivateDay.Avg) 4.6145
               valid loss 7.959686  auc  0.7882  rmse  0.4198  df(ActivateDay.Avg) 4.3578
      train: epoch 5 loss 23.849771  auc  0.7843  rmse  0.4446  df(ActivateDay.Avg) 4.6129
               valid loss 7.923355  auc  0.7884  rmse  0.4453  df(ActivateDay.Avg) 4.5759
      train: epoch 6 loss 23.811005  auc  0.7852  rmse  0.4448  df(ActivateDay.Avg) 4.6157
               valid loss 7.913331  auc  0.7904  rmse  0.4547  df(ActivateDay.Avg) 4.6288
                test loss 21.196386  auc  0.7867  rmse  0.4578  df(ActivateDay.Avg) 4.6925
      train: epoch 7 loss 23.768739  auc  0.7862  rmse  0.4454  df(ActivateDay.Avg) 4.6160
               valid loss 7.927212  auc  0.7896  rmse  0.4246  df(ActivateDay.Avg) 4.3105
      train: epoch 8 loss 23.809512  auc  0.7850  rmse  0.4447  df(ActivateDay.Avg) 4.6123
               valid loss 7.936473  auc  0.7895  rmse  0.4204  df(ActivateDay.Avg) 4.3484
      train: epoch 9 loss 23.789322  auc  0.7854  rmse  0.4449  df(ActivateDay.Avg) 4.6163
               valid loss 7.919142  auc  0.7891  rmse  0.4384  df(ActivateDay.Avg) 4.5406
     train: epoch 10 loss 23.768294  auc  0.7859  rmse  0.4451  df(ActivateDay.Avg) 4.6159
               valid loss 7.903044  auc  0.7905  rmse  0.4595  df(ActivateDay.Avg) 4.7748
                test loss 21.167855  auc  0.7869  rmse  0.4645  df(ActivateDay.Avg) 4.8671
     train: epoch 11 loss 23.750278  auc  0.7862  rmse  0.4458  df(ActivateDay.Avg) 4.6200
               valid loss 7.931225  auc  0.7888  rmse  0.4340  df(ActivateDay.Avg) 4.4805
     train: epoch 12 loss 23.740618  auc  0.7865  rmse  0.4452  df(ActivateDay.Avg) 4.6142
               valid loss 7.909557  auc  0.7903  rmse  0.4293  df(ActivateDay.Avg) 4.4577
     train: epoch 13 loss 23.754825  auc  0.7858  rmse  0.4452  df(ActivateDay.Avg) 4.6156
               valid loss 7.890217  auc  0.7914  rmse  0.4449  df(ActivateDay.Avg) 4.6821
                test loss 21.133540  auc  0.7871  rmse  0.4482  df(ActivateDay.Avg) 4.7449
     train: epoch 14 loss 23.729545  auc  0.7864  rmse  0.4458  df(ActivateDay.Avg) 4.6218
               valid loss 7.895489  auc  0.7909  rmse  0.4443  df(ActivateDay.Avg) 4.5470
     train: epoch 15 loss 23.681738  auc  0.7871  rmse  0.4460  df(ActivateDay.Avg) 4.6203
               valid loss 7.895462  auc  0.7905  rmse  0.4499  df(ActivateDay.Avg) 4.6522
     train: epoch 16 loss 23.722281  auc  0.7866  rmse  0.4457  df(ActivateDay.Avg) 4.6164
               valid loss 7.885459  auc  0.7910  rmse  0.4514  df(ActivateDay.Avg) 4.6875
     train: epoch 17 loss 23.730413  auc  0.7865  rmse  0.4453  df(ActivateDay.Avg) 4.6168
               valid loss 7.904526  auc  0.7901  rmse  0.4565  df(ActivateDay.Avg) 4.7426
     train: epoch 18 loss 23.738560  auc  0.7864  rmse  0.4457  df(ActivateDay.Avg) 4.6152
               valid loss 7.906242  auc  0.7905  rmse  0.4298  df(ActivateDay.Avg) 4.4763
     train: epoch 19 loss 23.702287  auc  0.7874  rmse  0.4456  df(ActivateDay.Avg) 4.6185
               valid loss 7.967827  auc  0.7904  rmse  0.4199  df(ActivateDay.Avg) 4.1479
     train: epoch 20 loss 23.710300  auc  0.7868  rmse  0.4459  df(ActivateDay.Avg) 4.6185
               valid loss 7.887676  auc  0.7915  rmse  0.4318  df(ActivateDay.Avg) 4.4955
                test loss 21.120026  auc  0.7869  rmse  0.4348  df(ActivateDay.Avg) 4.5522
     train: epoch 21 loss 23.714915  auc  0.7869  rmse  0.4455  df(ActivateDay.Avg) 4.6137
               valid loss 7.914877  auc  0.7901  rmse  0.4280  df(ActivateDay.Avg) 4.3945
     train: epoch 22 loss 23.683675  auc  0.7874  rmse  0.4457  df(ActivateDay.Avg) 4.6168
               valid loss 7.924358  auc  0.7885  rmse  0.4486  df(ActivateDay.Avg) 4.6267
     train: epoch 23 loss 23.676316  auc  0.7878  rmse  0.4458  df(ActivateDay.Avg) 4.6177
               valid loss 7.913415  auc  0.7907  rmse  0.4217  df(ActivateDay.Avg) 4.2760
     train: epoch 24 loss 23.667503  auc  0.7878  rmse  0.4455  df(ActivateDay.Avg) 4.6113
               valid loss 7.902654  auc  0.7914  rmse  0.4678  df(ActivateDay.Avg) 4.8776
     train: epoch 25 loss 23.674158  auc  0.7875  rmse  0.4457  df(ActivateDay.Avg) 4.6188
               valid loss 7.876623  auc  0.7909  rmse  0.4437  df(ActivateDay.Avg) 4.5987
     train: epoch 26 loss 23.680528  auc  0.7875  rmse  0.4465  df(ActivateDay.Avg) 4.6241
               valid loss 7.900347  auc  0.7907  rmse  0.4430  df(ActivateDay.Avg) 4.6506
     train: epoch 27 loss 23.683184  auc  0.7878  rmse  0.4456  df(ActivateDay.Avg) 4.6155
               valid loss 7.883664  auc  0.7915  rmse  0.4566  df(ActivateDay.Avg) 4.7947
     train: epoch 28 loss 23.678228  auc  0.7879  rmse  0.4461  df(ActivateDay.Avg) 4.6220
               valid loss 7.954051  auc  0.7884  rmse  0.4674  df(ActivateDay.Avg) 4.8809
     train: epoch 29 loss 23.680448  auc  0.7878  rmse  0.4455  df(ActivateDay.Avg) 4.6137
               valid loss 7.902505  auc  0.7904  rmse  0.4640  df(ActivateDay.Avg) 4.8524
     train: epoch 30 loss 23.693196  auc  0.7874  rmse  0.4456  df(ActivateDay.Avg) 4.6148
               valid loss 7.950103  auc  0.7914  rmse  0.4824  df(ActivateDay.Avg) 5.1150
     train: epoch 31 loss 23.675841  auc  0.7878  rmse  0.4466  df(ActivateDay.Avg) 4.6276
               valid loss 7.948370  auc  0.7905  rmse  0.4112  df(ActivateDay.Avg) 4.1696
     train: epoch 32 loss 23.660284  auc  0.7882  rmse  0.4453  df(ActivateDay.Avg) 4.6099
               valid loss 7.916305  auc  0.7906  rmse  0.4208  df(ActivateDay.Avg) 4.2752
     train: epoch 33 loss 23.660688  auc  0.7882  rmse  0.4461  df(ActivateDay.Avg) 4.6178
