{'model_name': 'LR', 'embedding_size': 32, 'seed': 5, 'batch_size': 32, 'learning_rate': 0.001, 'weight_decay': 1e-05, 'max_iter': 100, 'DataSet': 'KDD', 'day': 7, 'future_day': 23, 'seq_length': 7, 'is_pre_process': False, 'miniData': False, 'data_dilution_ratio': 1.0, 'LossFun': 'MSE', 'cuda': 0, 'dropout_p': 0.2, 'device': device(type='cuda', index=0), 'u_feat_size': 2, 'u_field_size': 2, 'a_feat_size': 7, 'a_field_size': 7, 'input_size': 7, 'day_numpy_train': array([23230,  6089,  3359,  2442,  1971,  1626,  1357,  1037,   829,
         629,   498,   367,   272,   209,   122,    98,    78,    61,
          35,    28,    20,    16,    10,    13])}
      train: epoch 0 loss 7.164143  auc  0.5785  rmse  0.4066  df(ActivateDay.Avg) 0.0676
               valid loss 9.867385  auc  0.6319  rmse  0.4554  df(ActivateDay.Avg) 5.1346
                test loss 26.200231  auc  0.6338  rmse  0.4555  df(ActivateDay.Avg) 5.1528
      train: epoch 1 loss 5.303871  auc  0.6088  rmse  0.3498  df(ActivateDay.Avg) 0.0024
               valid loss 9.764988  auc  0.7129  rmse  0.4556  df(ActivateDay.Avg) 5.1510
      train: epoch 2 loss 4.162462  auc  0.5892  rmse  0.3099  df(ActivateDay.Avg) 0.0039
               valid loss 9.756733  auc  0.6342  rmse  0.4540  df(ActivateDay.Avg) 5.1200
                test loss 25.909289  auc  0.6405  rmse  0.4544  df(ActivateDay.Avg) 5.1430
      train: epoch 3 loss 6.308926  auc  0.6272  rmse  0.3815  df(ActivateDay.Avg) 0.0043
               valid loss 9.957274  auc  0.5992  rmse  0.4571  df(ActivateDay.Avg) 5.1333
      train: epoch 4 loss 4.048506  auc  0.6417  rmse  0.3056  df(ActivateDay.Avg) 0.0006
               valid loss 9.809940  auc  0.7350  rmse  0.4549  df(ActivateDay.Avg) 5.1377
      train: epoch 5 loss 2.736283  auc  0.6318  rmse  0.2513  df(ActivateDay.Avg) 0.0009
               valid loss 9.848916  auc  0.6555  rmse  0.4563  df(ActivateDay.Avg) 5.1418
      train: epoch 6 loss 1.936599  auc  0.6334  rmse  0.2114  df(ActivateDay.Avg) 0.0010
               valid loss 9.965242  auc  0.5836  rmse  0.4573  df(ActivateDay.Avg) 5.1357
      train: epoch 7 loss 2.162792  auc  0.6403  rmse  0.2234  df(ActivateDay.Avg) 0.0002
               valid loss 9.896385  auc  0.7054  rmse  0.4561  df(ActivateDay.Avg) 5.1439
      train: epoch 8 loss 3.561425  auc  0.6526  rmse  0.2866  df(ActivateDay.Avg) 0.0015
               valid loss 10.081283  auc  0.5234  rmse  0.4615  df(ActivateDay.Avg) 5.1576
      train: epoch 9 loss 2.069197  auc  0.6571  rmse  0.2185  df(ActivateDay.Avg) 0.0014
               valid loss 9.799891  auc  0.7002  rmse  0.4547  df(ActivateDay.Avg) 5.1343
     train: epoch 10 loss 3.071021  auc  0.6588  rmse  0.2662  df(ActivateDay.Avg) 0.0016
               valid loss 9.841243  auc  0.7282  rmse  0.4557  df(ActivateDay.Avg) 5.1449
     train: epoch 11 loss 2.265249  auc  0.6690  rmse  0.2286  df(ActivateDay.Avg) 0.0005
               valid loss 9.800153  auc  0.7484  rmse  0.4547  df(ActivateDay.Avg) 5.1388
     train: epoch 12 loss 1.916124  auc  0.6895  rmse  0.2103  df(ActivateDay.Avg) 0.0011
               valid loss 9.872446  auc  0.7447  rmse  0.4557  df(ActivateDay.Avg) 5.1424
     train: epoch 13 loss 1.131089  auc  0.7079  rmse  0.1615  df(ActivateDay.Avg) 0.0017
               valid loss 9.792505  auc  0.7554  rmse  0.4542  df(ActivateDay.Avg) 5.1349
     train: epoch 14 loss 2.452855  auc  0.6586  rmse  0.2379  df(ActivateDay.Avg) 0.0026
               valid loss 9.813052  auc  0.7307  rmse  0.4546  df(ActivateDay.Avg) 5.1379
     train: epoch 15 loss 1.068565  auc  0.7198  rmse  0.1570  df(ActivateDay.Avg) 0.0008
               valid loss 9.808678  auc  0.7591  rmse  0.4542  df(ActivateDay.Avg) 5.1317
     train: epoch 16 loss 1.214685  auc  0.7262  rmse  0.1674  df(ActivateDay.Avg) 0.0009
               valid loss 10.301970  auc  0.5036  rmse  0.4640  df(ActivateDay.Avg) 5.1495
     train: epoch 17 loss 1.204582  auc  0.6941  rmse  0.1667  df(ActivateDay.Avg) 0.0008
               valid loss 9.865079  auc  0.7452  rmse  0.4557  df(ActivateDay.Avg) 5.1433
     train: epoch 18 loss 0.703454  auc  0.7417  rmse  0.1274  df(ActivateDay.Avg) 0.0002
               valid loss 9.866682  auc  0.7291  rmse  0.4552  df(ActivateDay.Avg) 5.1315
     train: epoch 19 loss 1.704996  auc  0.7065  rmse  0.1983  df(ActivateDay.Avg) 0.0002
               valid loss 9.789996  auc  0.7667  rmse  0.4540  df(ActivateDay.Avg) 5.1340
     train: epoch 20 loss 0.800185  auc  0.7354  rmse  0.1359  df(ActivateDay.Avg) 0.0008
               valid loss 9.883474  auc  0.7208  rmse  0.4550  df(ActivateDay.Avg) 5.1260
     train: epoch 21 loss 0.867043  auc  0.7286  rmse  0.1414  df(ActivateDay.Avg) 0.0014
               valid loss 9.906811  auc  0.6754  rmse  0.4567  df(ActivateDay.Avg) 5.1464
     train: epoch 22 loss 0.792436  auc  0.7345  rmse  0.1352  df(ActivateDay.Avg) 0.0015
               valid loss 9.919618  auc  0.7076  rmse  0.4554  df(ActivateDay.Avg) 5.1288
     train: epoch 23 loss 0.837295  auc  0.7277  rmse  0.1390  df(ActivateDay.Avg) 0.0023
               valid loss 9.859845  auc  0.7500  rmse  0.4562  df(ActivateDay.Avg) 5.1522
     train: epoch 24 loss 0.839662  auc  0.7374  rmse  0.1392  df(ActivateDay.Avg) 0.0012
               valid loss 9.822200  auc  0.7527  rmse  0.4553  df(ActivateDay.Avg) 5.1451
     train: epoch 25 loss 0.799041  auc  0.7453  rmse  0.1358  df(ActivateDay.Avg) 0.0002
               valid loss 9.802328  auc  0.7722  rmse  0.4554  df(ActivateDay.Avg) 5.1504
     train: epoch 26 loss 0.763244  auc  0.7453  rmse  0.1327  df(ActivateDay.Avg) 0.0004
               valid loss 9.845254  auc  0.7681  rmse  0.4550  df(ActivateDay.Avg) 5.1376
     train: epoch 27 loss 1.238571  auc  0.7388  rmse  0.1690  df(ActivateDay.Avg) 0.0017
               valid loss 9.852255  auc  0.7261  rmse  0.4545  df(ActivateDay.Avg) 5.1278
     train: epoch 28 loss 0.813806  auc  0.7355  rmse  0.1370  df(ActivateDay.Avg) 0.0010
               valid loss 9.861406  auc  0.7726  rmse  0.4552  df(ActivateDay.Avg) 5.1384
     train: epoch 29 loss 0.612077  auc  0.7650  rmse  0.1188  df(ActivateDay.Avg) 0.0015
               valid loss 9.840346  auc  0.7714  rmse  0.4552  df(ActivateDay.Avg) 5.1424
     train: epoch 30 loss 0.820484  auc  0.7503  rmse  0.1376  df(ActivateDay.Avg) 0.0009
               valid loss 9.829489  auc  0.6993  rmse  0.4552  df(ActivateDay.Avg) 5.1386
     train: epoch 31 loss 0.794305  auc  0.7377  rmse  0.1354  df(ActivateDay.Avg) 0.0007
               valid loss 9.833523  auc  0.7655  rmse  0.4542  df(ActivateDay.Avg) 5.1283
     train: epoch 32 loss 0.642702  auc  0.7585  rmse  0.1218  df(ActivateDay.Avg) 0.0016
               valid loss 9.859574  auc  0.7696  rmse  0.4567  df(ActivateDay.Avg) 5.1576
     train: epoch 33 loss 0.652686  auc  0.7561  rmse  0.1227  df(ActivateDay.Avg) 0.0013
               valid loss 9.880886  auc  0.7516  rmse  0.4549  df(ActivateDay.Avg) 5.1305
     train: epoch 34 loss 0.765711  auc  0.7482  rmse  0.1329  df(ActivateDay.Avg) 0.0018
               valid loss 9.824340  auc  0.7731  rmse  0.4558  df(ActivateDay.Avg) 5.1516
     train: epoch 35 loss 0.675098  auc  0.7548  rmse  0.1248  df(ActivateDay.Avg) 0.0013
               valid loss 9.847819  auc  0.7687  rmse  0.4544  df(ActivateDay.Avg) 5.1286
     train: epoch 36 loss 0.649541  auc  0.7533  rmse  0.1224  df(ActivateDay.Avg) 0.0002
               valid loss 9.854254  auc  0.7703  rmse  0.4550  df(ActivateDay.Avg) 5.1366
     train: epoch 37 loss 0.648004  auc  0.7525  rmse  0.1223  df(ActivateDay.Avg) 0.0007
               valid loss 9.832069  auc  0.7572  rmse  0.4556  df(ActivateDay.Avg) 5.1456
     train: epoch 38 loss 0.741799  auc  0.7478  rmse  0.1308  df(ActivateDay.Avg) 0.0006
               valid loss 9.845060  auc  0.7725  rmse  0.4546  df(ActivateDay.Avg) 5.1339
     train: epoch 39 loss 0.745265  auc  0.7425  rmse  0.1311  df(ActivateDay.Avg) 0.0000
               valid loss 9.857995  auc  0.7698  rmse  0.4547  df(ActivateDay.Avg) 5.1326
     train: epoch 40 loss 0.679759  auc  0.7514  rmse  0.1252  df(ActivateDay.Avg) 0.0012
               valid loss 9.830730  auc  0.7723  rmse  0.4558  df(ActivateDay.Avg) 5.1506
     train: epoch 41 loss 0.681539  auc  0.7556  rmse  0.1254  df(ActivateDay.Avg) 0.0004
               valid loss 9.830733  auc  0.7660  rmse  0.4550  df(ActivateDay.Avg) 5.1399
     train: epoch 42 loss 0.621153  auc  0.7609  rmse  0.1197  df(ActivateDay.Avg) 0.0004
               valid loss 9.834035  auc  0.7735  rmse  0.4548  df(ActivateDay.Avg) 5.1375
     train: epoch 43 loss 0.645693  auc  0.7594  rmse  0.1221  df(ActivateDay.Avg) 0.0010
               valid loss 9.847738  auc  0.7579  rmse  0.4561  df(ActivateDay.Avg) 5.1495
     train: epoch 44 loss 0.667422  auc  0.7526  rmse  0.1241  df(ActivateDay.Avg) 0.0010
               valid loss 9.881329  auc  0.7484  rmse  0.4550  df(ActivateDay.Avg) 5.1299
     train: epoch 45 loss 0.619451  auc  0.7626  rmse  0.1195  df(ActivateDay.Avg) 0.0004
               valid loss 9.850424  auc  0.7660  rmse  0.4557  df(ActivateDay.Avg) 5.1458
     train: epoch 46 loss 0.634864  auc  0.7644  rmse  0.1210  df(ActivateDay.Avg) 0.0006
               valid loss 9.811166  auc  0.7620  rmse  0.4561  df(ActivateDay.Avg) 5.1548
     train: epoch 47 loss 0.627150  auc  0.7612  rmse  0.1203  df(ActivateDay.Avg) 0.0009
               valid loss 9.860060  auc  0.7726  rmse  0.4553  df(ActivateDay.Avg) 5.1406
     train: epoch 48 loss 0.652141  auc  0.7622  rmse  0.1227  df(ActivateDay.Avg) 0.0004
               valid loss 9.877446  auc  0.7601  rmse  0.4551  df(ActivateDay.Avg) 5.1320
     train: epoch 49 loss 0.609187  auc  0.7637  rmse  0.1186  df(ActivateDay.Avg) 0.0008
               valid loss 9.839700  auc  0.7746  rmse  0.4540  df(ActivateDay.Avg) 5.1275
                test loss 26.132841  auc  0.7707  rmse  0.4539  df(ActivateDay.Avg) 5.1413
     train: epoch 50 loss 0.653511  auc  0.7556  rmse  0.1228  df(ActivateDay.Avg) 0.0039
               valid loss 9.823265  auc  0.7740  rmse  0.4573  df(ActivateDay.Avg) 5.1709
     train: epoch 51 loss 0.652452  auc  0.7545  rmse  0.1227  df(ActivateDay.Avg) 0.0032
               valid loss 9.843542  auc  0.7724  rmse  0.4541  df(ActivateDay.Avg) 5.1273
     train: epoch 52 loss 0.607304  auc  0.7650  rmse  0.1184  df(ActivateDay.Avg) 0.0020
               valid loss 9.928841  auc  0.7073  rmse  0.4577  df(ActivateDay.Avg) 5.1495
     train: epoch 53 loss 0.634604  auc  0.7586  rmse  0.1210  df(ActivateDay.Avg) 0.0018
               valid loss 9.834541  auc  0.7698  rmse  0.4549  df(ActivateDay.Avg) 5.1385
     train: epoch 54 loss 0.611777  auc  0.7667  rmse  0.1188  df(ActivateDay.Avg) 0.0005
               valid loss 9.837871  auc  0.7616  rmse  0.4541  df(ActivateDay.Avg) 5.1259
     train: epoch 55 loss 0.643134  auc  0.7601  rmse  0.1218  df(ActivateDay.Avg) 0.0018
               valid loss 9.787289  auc  0.7721  rmse  0.4554  df(ActivateDay.Avg) 5.1513
     train: epoch 56 loss 0.632313  auc  0.7615  rmse  0.1208  df(ActivateDay.Avg) 0.0012
               valid loss 9.870748  auc  0.7655  rmse  0.4555  df(ActivateDay.Avg) 5.1385
     train: epoch 57 loss 0.622901  auc  0.7669  rmse  0.1199  df(ActivateDay.Avg) 0.0001
               valid loss 9.839672  auc  0.7725  rmse  0.4546  df(ActivateDay.Avg) 5.1341
     train: epoch 58 loss 0.592167  auc  0.7692  rmse  0.1169  df(ActivateDay.Avg) 0.0013
               valid loss 9.820963  auc  0.7743  rmse  0.4556  df(ActivateDay.Avg) 5.1489
     train: epoch 59 loss 0.596204  auc  0.7679  rmse  0.1173  df(ActivateDay.Avg) 0.0014
               valid loss 9.822591  auc  0.7730  rmse  0.4538  df(ActivateDay.Avg) 5.1274
                test loss 26.088088  auc  0.7700  rmse  0.4538  df(ActivateDay.Avg) 5.1421
     train: epoch 60 loss 0.644857  auc  0.7647  rmse  0.1220  df(ActivateDay.Avg) 0.0006
               valid loss 9.867970  auc  0.7648  rmse  0.4548  df(ActivateDay.Avg) 5.1325
     train: epoch 61 loss 0.597071  auc  0.7693  rmse  0.1174  df(ActivateDay.Avg) 0.0002
               valid loss 9.832886  auc  0.7733  rmse  0.4550  df(ActivateDay.Avg) 5.1399
     train: epoch 62 loss 0.596030  auc  0.7693  rmse  0.1173  df(ActivateDay.Avg) 0.0000
               valid loss 9.843139  auc  0.7720  rmse  0.4551  df(ActivateDay.Avg) 5.1403
     train: epoch 63 loss 0.588731  auc  0.7702  rmse  0.1165  df(ActivateDay.Avg) 0.0009
               valid loss 9.808460  auc  0.7727  rmse  0.4543  df(ActivateDay.Avg) 5.1345
     train: epoch 64 loss 0.607573  auc  0.7677  rmse  0.1184  df(ActivateDay.Avg) 0.0004
               valid loss 9.847206  auc  0.7726  rmse  0.4557  df(ActivateDay.Avg) 5.1454
     train: epoch 65 loss 0.599632  auc  0.7668  rmse  0.1176  df(ActivateDay.Avg) 0.0007
               valid loss 9.825078  auc  0.7730  rmse  0.4543  df(ActivateDay.Avg) 5.1324
     train: epoch 66 loss 0.600218  auc  0.7674  rmse  0.1177  df(ActivateDay.Avg) 0.0014
               valid loss 9.833581  auc  0.7722  rmse  0.4556  df(ActivateDay.Avg) 5.1473
     train: epoch 67 loss 0.590944  auc  0.7695  rmse  0.1168  df(ActivateDay.Avg) 0.0023
               valid loss 9.839792  auc  0.7695  rmse  0.4531  df(ActivateDay.Avg) 5.1148
                test loss 26.138582  auc  0.7674  rmse  0.4530  df(ActivateDay.Avg) 5.1291
     train: epoch 68 loss 0.592410  auc  0.7682  rmse  0.1169  df(ActivateDay.Avg) 0.0019
               valid loss 9.840784  auc  0.7717  rmse  0.4552  df(ActivateDay.Avg) 5.1412
     train: epoch 69 loss 0.592336  auc  0.7699  rmse  0.1169  df(ActivateDay.Avg) 0.0007
               valid loss 9.808960  auc  0.7716  rmse  0.4558  df(ActivateDay.Avg) 5.1524
     train: epoch 70 loss 0.593421  auc  0.7687  rmse  0.1170  df(ActivateDay.Avg) 0.0008
               valid loss 9.831064  auc  0.7710  rmse  0.4554  df(ActivateDay.Avg) 5.1438
     train: epoch 71 loss 0.596230  auc  0.7682  rmse  0.1173  df(ActivateDay.Avg) 0.0008
               valid loss 9.883957  auc  0.7614  rmse  0.4556  df(ActivateDay.Avg) 5.1379
     train: epoch 72 loss 0.590974  auc  0.7694  rmse  0.1168  df(ActivateDay.Avg) 0.0008
               valid loss 9.834412  auc  0.7732  rmse  0.4551  df(ActivateDay.Avg) 5.1402
