{'model_name': 'LR', 'embedding_size': 32, 'seed': 5, 'batch_size': 32, 'learning_rate': 0.001, 'weight_decay': 1e-05, 'max_iter': 100, 'DataSet': 'KDD', 'day': 7, 'future_day': 23, 'seq_length': 7, 'is_pre_process': False, 'miniData': False, 'data_dilution_ratio': 1.0, 'LossFun': 'BCE', 'cuda': 0, 'dropout_p': 0.2, 'device': device(type='cuda', index=0), 'u_feat_size': 2, 'u_field_size': 2, 'a_feat_size': 7, 'a_field_size': 7, 'input_size': 7, 'day_numpy_train': array([23230,  6089,  3359,  2442,  1971,  1626,  1357,  1037,   829,
         629,   498,   367,   272,   209,   122,    98,    78,    61,
          35,    28,    20,    16,    10,    13])}
      train: epoch 0 loss 25.407391  auc  0.7623  rmse  0.4348  df(ActivateDay.Avg) 4.4750
               valid loss 8.407706  auc  0.7711  rmse  0.4431  df(ActivateDay.Avg) 4.6556
                test loss 22.433761  auc  0.7680  rmse  0.4413  df(ActivateDay.Avg) 4.6576
      train: epoch 1 loss 25.207231  auc  0.7652  rmse  0.4438  df(ActivateDay.Avg) 4.6102
               valid loss 8.493677  auc  0.7728  rmse  0.4392  df(ActivateDay.Avg) 4.4078
                test loss 22.715924  auc  0.7708  rmse  0.4380  df(ActivateDay.Avg) 4.4269
      train: epoch 2 loss 25.142750  auc  0.7676  rmse  0.4429  df(ActivateDay.Avg) 4.6014
               valid loss 8.399088  auc  0.7716  rmse  0.4503  df(ActivateDay.Avg) 4.8557
      train: epoch 3 loss 25.017566  auc  0.7688  rmse  0.4437  df(ActivateDay.Avg) 4.6260
               valid loss 8.454407  auc  0.7742  rmse  0.4412  df(ActivateDay.Avg) 4.5643
                test loss 22.441318  auc  0.7710  rmse  0.4399  df(ActivateDay.Avg) 4.5759
      train: epoch 4 loss 24.991166  auc  0.7696  rmse  0.4426  df(ActivateDay.Avg) 4.6204
               valid loss 8.412657  auc  0.7694  rmse  0.4407  df(ActivateDay.Avg) 4.5900
      train: epoch 5 loss 24.937928  auc  0.7713  rmse  0.4429  df(ActivateDay.Avg) 4.6337
               valid loss 8.376853  auc  0.7721  rmse  0.4368  df(ActivateDay.Avg) 4.5935
      train: epoch 6 loss 24.881371  auc  0.7718  rmse  0.4394  df(ActivateDay.Avg) 4.5932
               valid loss 8.377317  auc  0.7729  rmse  0.4387  df(ActivateDay.Avg) 4.5625
      train: epoch 7 loss 24.857690  auc  0.7731  rmse  0.4408  df(ActivateDay.Avg) 4.6196
               valid loss 8.315827  auc  0.7746  rmse  0.4410  df(ActivateDay.Avg) 4.6194
                test loss 22.219944  auc  0.7710  rmse  0.4399  df(ActivateDay.Avg) 4.6324
      train: epoch 8 loss 24.817493  auc  0.7734  rmse  0.4408  df(ActivateDay.Avg) 4.6178
               valid loss 8.305171  auc  0.7754  rmse  0.4412  df(ActivateDay.Avg) 4.6832
                test loss 22.293068  auc  0.7716  rmse  0.4403  df(ActivateDay.Avg) 4.6956
      train: epoch 9 loss 24.793279  auc  0.7743  rmse  0.4410  df(ActivateDay.Avg) 4.6282
               valid loss 8.312162  auc  0.7748  rmse  0.4355  df(ActivateDay.Avg) 4.5499
     train: epoch 10 loss 24.739872  auc  0.7747  rmse  0.4392  df(ActivateDay.Avg) 4.6033
               valid loss 8.306011  auc  0.7757  rmse  0.4394  df(ActivateDay.Avg) 4.5922
                test loss 22.259475  auc  0.7724  rmse  0.4383  df(ActivateDay.Avg) 4.6039
     train: epoch 11 loss 24.748318  auc  0.7747  rmse  0.4395  df(ActivateDay.Avg) 4.6099
               valid loss 8.310027  auc  0.7761  rmse  0.4371  df(ActivateDay.Avg) 4.5310
                test loss 22.292005  auc  0.7732  rmse  0.4362  df(ActivateDay.Avg) 4.5457
     train: epoch 12 loss 24.715143  auc  0.7750  rmse  0.4403  df(ActivateDay.Avg) 4.6192
               valid loss 8.339887  auc  0.7731  rmse  0.4379  df(ActivateDay.Avg) 4.5636
     train: epoch 13 loss 24.727835  auc  0.7751  rmse  0.4393  df(ActivateDay.Avg) 4.6072
               valid loss 8.275697  auc  0.7761  rmse  0.4409  df(ActivateDay.Avg) 4.6479
                test loss 22.224473  auc  0.7726  rmse  0.4397  df(ActivateDay.Avg) 4.6575
     train: epoch 14 loss 24.712620  auc  0.7752  rmse  0.4412  df(ActivateDay.Avg) 4.6340
               valid loss 8.281135  auc  0.7767  rmse  0.4365  df(ActivateDay.Avg) 4.5773
                test loss 22.198574  auc  0.7737  rmse  0.4356  df(ActivateDay.Avg) 4.5927
     train: epoch 15 loss 24.691603  auc  0.7756  rmse  0.4379  df(ActivateDay.Avg) 4.5935
               valid loss 8.276880  auc  0.7768  rmse  0.4394  df(ActivateDay.Avg) 4.6199
                test loss 22.226436  auc  0.7732  rmse  0.4385  df(ActivateDay.Avg) 4.6314
     train: epoch 16 loss 24.689751  auc  0.7762  rmse  0.4408  df(ActivateDay.Avg) 4.6291
               valid loss 8.281187  auc  0.7768  rmse  0.4367  df(ActivateDay.Avg) 4.5861
